3070_166423_000000_000000	"Martin," I said decisively, "where's your pony?	"Martin," I said decisively, "where's your pony?	false	2.52	5.79	16.286564
3070_166423_000000_000001	We'll try the hollow again, at once.	We'll try the hollow again, at once.	false	5.79	9.06	16
3070_166423_000000_000002	There's Ruth--and we'd never be able to hold back such numbers as you've described."	There's ruth--and we'd never be able to hold back such numbers as you've described."	false	9.06	15.69	13
3070_166423_000001_000000	"You feel strong enough to try it?"	"You feel strong enough to try it?"	false	15.69	20.58	6.8616605
3070_166423_000002_000000	CHAPTER IV.	CHAPTER four.	true	20.58	21.67	12
3070_166423_000002_000001	METAL WITH A BRAIN	METAL WITH A BRAIN	true	22.07	24.46	12.389379
3070_166423_000003_000000	The eagerness, the relief in his voice betrayed the tension, the anxiety which until now he had hidden so well; and hot shame burned me for my shrinking, my dread of again passing through that haunted vale.	The eagerness, the relief in his voice betrayed the tension, the anxiety which until now he had hidden so well; and hot shame burned me for my shrinking, my dread of again passing through that haunted vale.	true	26.9	39.73	13
3070_166423_000004_000000	"I certainly DO." I was once more master of myself.	"I certainly DO." I was once more master of myself.	false	40.07	43.66	16.089443
3070_166423_000004_000001	"Drake--don't you agree?"	"Drake-don't you agree?"	true	43.7	45.19	14
3070_166423_000005_000000	"Sure," he replied.	"Sure," he replied.	true	45.47	47.17	13.710846
3070_166423_000005_000001	"Sure.	"Sure.	true	47.27	47.76	17
3070_166423_000005_000002	I'll look after Ruth--er--I mean Miss Ventnor."	I'll look after ruth--er-I mean Miss Ventnor."	true	47.76	51.01	21.865921
3070_166423_000006_000000	The glint of amusement in Ventnor's eyes at this faded abruptly; his face grew somber.	The glint of amusement in Ventnor's eyes at this faded abruptly; his face grew somber.	true	51.44	56.08	14
3070_166423_000007_000000	"Wait," he said.	"Wait," he said.	true	56.42	57.82	3.9670775
3070_166423_000007_000001	"I carried away some--some exhibits from the crevice of the noises, Goodwin."	"I carried away some-some exhibits from the crevice of the noises, Goodwin."	true	58.37	63.04	16.234385
3070_166423_000008_000000	"What kind of exhibits?" I asked, eagerly.	"What kind of exhibits?" I asked, eagerly.	true	63.35	66.25	15
3070_166423_000009_000000	"Put 'em where they'd be safe," he continued.	"Put 'em where they'd be safe," he continued.	true	66.8	69.4	10.747689
3070_166423_000009_000001	"I've an idea they're far more curious than our armored men--and of far more importance.	"I've an idea they're far more curious than our armored men-and of far more importance.	false	69.89	75.435	13
3070_166423_000009_000002	At any rate, we must take them with us.	At any rate, we must take them with us.	true	75.435	77.77	16.364456
3070_166423_000010_000000	"Go with Ruth, you and Drake, and look at them.	"Go with ruth, you and Drake, and look at them.	true	77.81	80.29	13.386862
3070_166423_000010_000001	And bring them back with the pony.	And bring them back with the pony.	true	80.63	82.185	18
3070_166423_000010_000002	Then we'll make a start.	Then we'll make a start.	true	82.185	83.47	22.061646
3070_166423_000010_000003	A few minutes more probably won't make much difference--but hurry."	A few minutes more probably won't make much difference-but hurry."	false	83.6	87.07	18
3070_166423_000011_000000	He turned back to his watch.	He turned back to his watch.	true	87.32	88.96	17.116802
3070_166423_000011_000001	Ordering Chiu-Ming to stay with him I followed Ruth and Drake down the ruined stairway.	Ordering Chiu Ming to stay with him I followed ruth and Drake down the ruined stairway.	true	89.09	93.85	17
3070_166423_000011_000002	At the bottom she came to me, laid little hands on my shoulders.	At the bottom she came to me, laid little hands on my shoulders.	true	94.07	98.02	16
3070_166423_000012_000000	"Walter," she breathed, "I'm frightened.	"Walter," she breathed, "I'm frightened.	true	98.51	101.8	7.0301127
3070_166423_000012_000001	I'm so frightened I'm afraid to tell even Mart.	I'm so frightened I'm afraid to tell even Mart.	true	102.29	105.34	11.530238
3070_166423_000012_000002	He doesn't like them, either, these little things you're going to see.	He doesn't like them, either, these little things you're going to see.	true	105.71	109.21	13
3070_166423_000012_000003	He likes them so little that he's afraid to let me know how little he does like them."	He likes them so little that he's afraid to let me know how little he does like them."	true	109.61	113.98	16.82934
3070_166423_000013_000000	"But what are they?	"But what are they?	true	114.59	115.6	15.473365
