718_129597_000000_000000	XXI.	twenty one.	true	16.725	17.68	21.902092
718_129597_000000_000001	THE REVERSION OF THE BEAST FOLK.	THE REVERSION OF THE BEAST FOLK.	true	17.87	19.78	19.115532
718_129597_000001_000000	IN this way I became one among the Beast People in the Island of Doctor Moreau.	IN this way I became one among the Beast People in the Island of Doctor Moreau.	false	20.69	24.79	20.740755
718_129597_000001_000001	When I awoke, it was dark about me.	When I awoke, it was dark about me.	true	24.86	27.13	22.532028
718_129597_000001_000002	My arm ached in its bandages.	My arm ached in its bandages.	true	27.17	29.11	22.41618
718_129597_000001_000003	I sat up, wondering at first where I might be. I heard coarse voices talking outside.	I sat up, wondering at first where I might be. I heard coarse voices talking outside.	false	29.27	34.9	22.684114
718_129597_000001_000004	Then I saw that my barricade had gone, and that the opening of the hut stood clear. My revolver was still in my hand.	Then I saw that my barricade had gone, and that the opening of the hut stood clear. My revolver was still in my hand.	false	34.91	41.29	18.744232
718_129597_000002_000000	I heard something breathing, saw something crouched together close beside me.	I heard something breathing, saw something crouched together close beside me.	true	41.63	45.55	21.451746
718_129597_000002_000001	I held my breath, trying to see what it was. It began to move slowly, interminably.	I held my breath, trying to see what it was. It began to move slowly, interminably.	true	45.74	50.89	19.445585
718_129597_000002_000002	Then something soft and warm and moist passed across my hand.	Then something soft and warm and moist passed across my hand.	true	50.96	54.49	20.387482
718_129597_000002_000003	All my muscles contracted.	All my muscles contracted.	true	54.77	56.49	22.170815
718_129597_000002_000004	I snatched my hand away.	I snatched my hand away.	true	56.49	57.82	22.571262
718_129597_000002_000005	A cry of alarm began and was stifled in my throat. Then I just realised what had happened sufficiently to stay my fingers on the revolver.	A cry of alarm began and was stifled in my throat. Then I just realised what had happened sufficiently to stay my fingers on the revolver.	true	58.04	65.86	18.13264
718_129597_000003_000000	"Who is that?" I said in a hoarse whisper, the revolver still pointed.	"Who is that?" I said in a hoarse whisper, the revolver still pointed.	false	66.56	70.54	22.81958
718_129597_000004_000000	"I--Master."	"I-Master."	true	70.88	72.25	20.843685
718_129597_000005_000000	"Who are you?"	"Who are you?"	true	73.4	74.53	19.90974
718_129597_000006_000000	"They say there is no Master now.	"They say there is no Master now.	false	75.56	77.53	16.235798
718_129597_000006_000001	But I know, I know.	But I know, I know.	true	77.66	79.21	17.360168
718_129597_000006_000002	I carried the bodies into the sea, O Walker in the Sea! the bodies of those you slew. I am your slave, Master."	I carried the bodies into the sea, O Walker in the Sea! the bodies of those you slew. I am your slave, Master."	false	79.43	86.62	20.193253
718_129597_000007_000000	"Are you the one I met on the beach?" I asked.	"Are you the one I met on the beach?" I asked.	true	88.01	90.37	21.926868
718_129597_000008_000000	"The same, Master."	"The same, Master."	true	90.53	91.99	22.412834
718_129597_000009_000000	The Thing was evidently faithful enough, for it might have fallen upon me as I slept.	The Thing was evidently faithful enough, for it might have fallen upon me as I slept.	false	92.87	96.82	20.419481
718_129597_000009_000001	"It is well," I said, extending my hand for another licking kiss.	"It is well," I said, extending my hand for another licking kiss.	true	97.25	101.2	22.956448
718_129597_000009_000002	I began to realise what its presence meant, and the tide of my courage flowed.	I began to realise what its presence meant, and the tide of my courage flowed.	true	101.57	105.73	21.718178
718_129597_000009_000003	"Where are the others?" I asked.	"Where are the others?" I asked.	true	105.86	107.83	21.764687
718_129597_000010_000000	"They are mad; they are fools," said the Dog-man.	"They are mad; they are fools," said the Dog man.	true	108.47	111.79	21.149946
718_129597_000010_000001	"Even now they talk together beyond there.	"Even now they talk together beyond there.	true	112.19	114.465	22.85465
718_129597_000010_000002	They say, 'The Master is dead. The Other with the Whip is dead.	They say, 'The Master is dead. The Other with the Whip is dead.	true	114.465	118.51	24.021044
718_129597_000010_000003	That Other who walked in the Sea is as we are.	That Other who walked in the Sea is as we are.	true	118.67	121.21	21.649021
718_129597_000010_000004	We have no Master, no Whips, no House of Pain, any more. There is an end.	We have no Master, no Whips, no House of Pain, any more. There is an end.	true	121.34	126.22	20.605227
718_129597_000010_000005	We love the Law, and will keep it; but there is no Pain, no Master, no Whips for ever again.' So they say. But I know, Master, I know."	We love the Law, and will keep it; but there is no Pain, no Master, no Whips for ever again.' So they say. But I know, Master, I know."	true	126.38	136.12	21.302034
718_129597_000011_000000	I felt in the darkness, and patted the Dog-man's head.	I felt in the darkness, and patted the Dog man's head.	true	136.55	139.57	18.887253
718_129597_000011_000001	"It is well," I said again.	"It is well," I said again.	true	139.67	141.88	24.344698
718_129597_000012_000000	"Presently you will slay them all," said the Dog-man.	"Presently you will slay them all," said the Dog man.	true	142.55	145.75	20.7201
718_129597_000013_000000	"Presently," I answered, "I will slay them all,--after certain days and certain things have come to pass.	"Presently," I answered, "I will slay them all,--after certain days and certain things have come to pass.	true	146.21	152.11	20.06409
718_129597_000013_000001	Every one of them save those you spare, every one of them shall be slain."	Every one of them save those you spare, every one of them shall be slain."	true	152.27	156.88	16.80218
718_129597_000014_000000	"What the Master wishes to kill, the Master kills," said the Dog-man with a certain satisfaction in his voice.	"What the Master wishes to kill, the Master kills," said the Dog man with a certain satisfaction in his voice.	true	157.46	164.745	20.071346
718_129597_000015_000000	"And that their sins may grow," I said, "let them live in their folly until their time is ripe.	"And that their sins may grow," I said, "let them live in their folly until their time is ripe.	true	164.745	170.08	21.495731
718_129597_000015_000001	Let them not know that I am the Master."	Let them not know that I am the Master."	true	170.12	172.78	21.84372
718_129597_000016_000000	"The Master's will is sweet," said the Dog-man, with the ready tact of his canine blood.	"The Master's will is sweet," said the Dog man, with the ready tact of his canine blood.	true	173.12	178.87	21.650185
718_129597_000017_000000	"But one has sinned," said I. "Him I will kill, whenever I may meet him. When I say to you, 'That is he,' see that you fall upon him. And now I will go to the men and women who are assembled together."	"But one has sinned," said i "Him I will kill, whenever I may meet him. When I say to you, 'That is he,' see that you fall upon him. And now I will go to the men and women who are assembled together."	false	179.48	192.22	21.241016
718_129597_000018_000000	For a moment the opening of the hut was blackened by the exit of the Dog-man.	For a moment the opening of the hut was blackened by the exit of the Dog man.	true	192.8	196.57	21.730947
718_129597_000018_000001	Then I followed and stood up, almost in the exact spot where I had been when I had heard Moreau and his staghound pursuing me. But now it was night, and all the miasmatic ravine about me was black; and beyond, instead of a green, sunlit slope, I saw a red fire, before which hunched, grotesque figures moved to and fro. Farther were the thick trees, a bank of darkness, fringed above with the black lace of the upper branches.	Then I followed and stood up, almost in the exact spot where I had been when I had heard Moreau and his staghound pursuing me. But now it was night, and all the miasmatic ravine about me was black; and beyond, instead of a green, sunlit slope, I saw a red fire, before which hunched, grotesque figures moved to and fro. Farther were the thick trees, a bank of darkness, fringed above with the black lace of the upper branches.	true	196.82	221.05	20.068172
