3070_166421_000000_000000	"Purposeful," Drake said.	"Purposeful," Drake said.	false	0	0.15	13
3070_166421_000000_000001	"And devilish.	"And devilish.	false	0.15	0.24	6
3070_166421_000000_000002	It hit on all my nerves like a--like a metal claw.	It hit on all my nerves like a-like a metal claw.	false	0.24	0.87	12.734891
3070_166421_000000_000003	Purposeful and deliberate.	Purposeful and deliberate.	false	0.87	1.05	1
3070_166421_000000_000004	There was intelligence behind that."	There was intelligence behind that."	false	1.05	1.29	9
3070_166421_000001_000000	"Intelligence?	"Intelligence?	false	1.29	1.35	-20
3070_166421_000001_000001	Drake--what intelligence could break the rays of the setting sun and suck down the aurora?"	Drake-what intelligence could break the rays of the setting sun and suck down the aurora?"	false	1.35	2.01	36
3070_166421_000002_000000	"I don't know," he answered.	"I don't know," he answered.	false	2.01	2.01	
3070_166421_000003_000000	"Devils," croaked Chiu-Ming.	"Devils," croaked Chiu Ming.	false	2.01	2.01	
3070_166421_000003_000001	"The devils that defied Buddha--and have grown strong--"	"The devils that defied Buddha-and have grown strong-"	false	2.01	2.01	
3070_166421_000004_000000	"Like a metal claw!" breathed Drake.	"Like a metal claw!" breathed Drake.	false	2.01	3.15	18.778585
3070_166421_000005_000000	Far to the west a sound came to us; first a whisper, then a wild rushing, a prolonged wailing, a crackling.	Far to the west a sound came to us; first a whisper, then a wild rushing, a prolonged wailing, a crackling.	false	3.15	10.29	9.885427
3070_166421_000005_000001	A great light flashed through the mist, glowed about us and faded.	A great light flashed through the mist, glowed about us and faded.	false	10.29	15.93	12.733426
3070_166421_000005_000002	Again the wailing, the vast rushing, the retreating whisper.	Again the wailing, the vast rushing, the retreating whisper.	false	15.93	19.26	9.842181
3070_166421_000006_000000	Then silence and darkness dropped embraced upon the valley of the blue poppies.	Then silence and darkness dropped embraced upon the valley of the blue poppies.	false	19.26	21.705	15.538393
3070_166421_000007_000000	CHAPTER II.	CHAPTER two.	true	21.705	22.66	9
3070_166421_000007_000001	THE SIGIL ON THE ROCKS	THE SIGIL ON THE ROCKS	true	22.91	25.15	17.278566
3070_166421_000008_000000	Dawn came.	Dawn came.	true	27.23	28.3	16.952084
3070_166421_000008_000001	Drake had slept well.	Drake had slept well.	true	28.88	30.18	18
3070_166421_000008_000002	But I, who had not his youthful resiliency, lay for long, awake and uneasy.	But I, who had not his youthful resiliency, lay for long, awake and uneasy.	true	30.18	35.74	9
3070_166421_000008_000003	I had hardly sunk into troubled slumber before dawn awakened me.	I had hardly sunk into troubled slumber before dawn awakened me.	true	36.38	40.09	16.648233
3070_166421_000009_000000	As we breakfasted, I approached directly that matter which my growing liking for him was turning into strong desire.	As we breakfasted, I approached directly that matter which my growing liking for him was turning into strong desire.	true	40.97	47.53	10.305704
3070_166421_000010_000000	"Drake," I asked.	"Drake," I asked.	true	49.07	50.89	16.382488
3070_166421_000010_000001	"Where are you going?"	"Where are you going?"	true	51.65	52.78	22.20962
3070_166421_000011_000000	"With you," he laughed.	"With you," he laughed.	true	53.63	55.68	7
3070_166421_000011_000001	"I'm foot loose and fancy free.	"I'm foot loose and fancy free.	true	55.68	57.7	5
3070_166421_000011_000002	And I think you ought to have somebody with you to help watch that cook.	And I think you ought to have somebody with you to help watch that cook.	false	57.86	61.305	14
3070_166421_000011_000003	He might get away."	He might get away."	true	61.305	62.47	24.05568
3070_166421_000012_000000	The idea seemed to appall him.	The idea seemed to appall him.	true	62.81	64.84	15
3070_166421_000013_000000	"Fine!" I exclaimed heartily, and thrust out my hand to him.	"Fine!" I exclaimed heartily, and thrust out my hand to him.	true	65.51	69.55	5
3070_166421_000013_000001	"I'm thinking of striking over the range soon to the Manasarowar Lakes. There's a curious flora I'd like to study."	"I'm thinking of striking over the range soon to the Manasarowar Lakes. There's a curious flora I'd like to study."	true	69.92	76.36	18
3070_166421_000014_000000	"Anywhere you say suits me," he answered.	"Anywhere you say suits me," he answered.	true	77.21	79.72	21.030437
3070_166421_000015_000000	We clasped hands on our partnership and soon we were on our way to the valley's western gate; our united caravans stringing along behind us. Mile after mile we trudged through the blue poppies, discussing the enigmas of the twilight and of the night.	We clasped hands on our partnership and soon we were on our way to the valley's western gate; our united caravans stringing along behind us. Mile after mile we trudged through the blue poppies, discussing the enigmas of the twilight and of the night.	true	80.48	95.44	12
3070_166421_000016_000000	In the light of day their breath of vague terror was dissipated. There was no place for mystery nor dread under this floor of brilliant sunshine.	In the light of day their breath of vague terror was dissipated. There was no place for mystery nor dread under this floor of brilliant sunshine.	true	96.14	104.2	5
3070_166421_000016_000001	The smiling sapphire floor rolled ever on before us.	The smiling sapphire floor rolled ever on before us.	true	104.45	108.19	10
3070_166421_000017_000000	Whispering little playful breezes flew down the slopes to gossip for a moment with the nodding flowers.	Whispering little playful breezes flew down the slopes to gossip for a moment with the nodding flowers.	true	109.37	115.09	6
3070_166421_000017_000001	Flocks of rose finches raced chattering overhead to quarrel with the tiny willow warblers, the chi-u-teb-tok, holding fief of the drooping, graceful bowers bending down to the little laughing stream that for the past hour had chuckled and gurgled like a friendly water baby beside us.	Flocks of rose finches raced chattering overhead to quarrel with the tiny willow warblers, the chi u teb tok, holding fief of the drooping, graceful bowers bending down to the little laughing stream that for the past hour had chuckled and gurgled like a friendly water baby beside us.	false	115.28	134.38	10
3070_166421_000018_000000	I had proven, almost to my own satisfaction, that what we had beheld had been a creation of the extraordinary atmospheric attributes of these highlands, an atmosphere so unique as to make almost anything of the kind possible.	I had proven, almost to my own satisfaction, that what we had beheld had been a creation of the extraordinary atmospheric attributes of these highlands, an atmosphere so unique as to make almost anything of the kind possible.	false	135.35	150.19	8.549164
3070_166421_000018_000001	But Drake was not convinced.	But Drake was not convinced.	true	150.62	152.86	5
3070_166421_000019_000000	"I know," he said.	"I know," he said.	true	154.49	155.97	12.949341
3070_166421_000019_000001	"Of course I understand all that--superimposed layers of warmer air that might have bent the ray; vortices in the higher levels that might have produced just that effect of the captured aurora. I admit it's all possible.	"Of course I understand all that-superimposed layers of warmer air that might have bent the ray; vortices in the higher levels that might have produced just that effect of the captured aurora. I admit it's all possible.	false	155.97	168.67	6
3070_166421_000019_000002	I'll even admit it's all probable, but damn me, Doc, if I BELIEVE it!	I'll even admit it's all probable, but damn me, Doc, if I BELIEVE it!	true	168.95	174.79	7
3070_166421_000019_000003	I had too clearly the feeling of a CONSCIOUS force, a something that KNEW exactly what it was doing--and had a REASON for it."	I had too clearly the feeling of a CONSCIOUS force, a something that KNEW exactly what it was doing-and had a REASON for it."	false	175.19	182.71	14
3070_166421_000020_000000	It was mid-afternoon.	It was mid afternoon.	true	183.8	185.56	13
3070_166421_000021_000000	The spell of the valley upon us, we had gone leisurely.	The spell of the valley upon us, we had gone leisurely.	true	185.9	188.77	7
