112_123216_000000_000000	"I fancy it was Roy's mistake," said Phil.	"I fancy it was Roy's mistake," said Phil.	false	0	2.25	18
112_123216_000000_000001	"That boy isn't really responsible for what he says when he talks to Anne.	"That boy isn't really responsible for what he says when he talks to Anne.	false	2.25	6.21	19
112_123216_000000_000002	Where IS Anne?"	Where IS Anne?"	false	6.21	7.05	14
112_123216_000001_000000	Anne had gone upstairs.	Anne had gone upstairs.	false	7.05	8.19	18
112_123216_000001_000001	She felt oddly like crying.	She felt oddly like crying.	false	8.19	9.6	18
112_123216_000001_000002	But she made herself laugh instead.	But she made herself laugh instead.	false	9.6	11.31	14.718543
112_123216_000001_000003	Rusty and Joseph had been TOO awful!	Rusty and Joseph had been TOO awful!	false	11.31	13.62	17
112_123216_000001_000004	And Dorothy WAS a dear.	And Dorothy WAS a dear.	false	13.62	15.3	16.59097
112_123216_000002_000000	Chapter XXXVII	Chapter thirty seven	true	15.3	16.54	21
112_123216_000003_000000	Full-fledged B.A.'s	Full fledged b a's	true	17.12	19.27	18.897482
112_123216_000004_000000	"I wish I were dead, or that it were tomorrow night," groaned Phil.	"I wish I were dead, or that it were tomorrow night," groaned Phil.	true	20.03	23.95	22.32314
112_123216_000005_000000	"If you live long enough both wishes will come true," said Anne calmly.	"If you live long enough both wishes will come true," said Anne calmly.	true	24.53	28.6	20.749151
112_123216_000006_000000	"It's easy for you to be serene.	"It's easy for you to be serene.	true	29.18	31	20.995699
112_123216_000006_000001	You're at home in Philosophy.	You're at home in Philosophy.	true	31.04	32.535	18.75981
112_123216_000006_000002	I'm not--and when I think of that horrible paper tomorrow I quail.	I'm not-and when I think of that horrible paper tomorrow I quail.	true	32.535	36.67	25.305449
112_123216_000006_000003	If I should fail in it what would Jo say?"	If I should fail in it what would Jo say?"	true	36.89	39.21	23.76752
112_123216_000007_000000	"You won't fail.	"You won't fail.	false	39.21	41.44	20.39668
112_123216_000007_000001	How did you get on in Greek today?"	How did you get on in Greek today?"	true	41.99	43.63	24.278788
112_123216_000008_000000	"I don't know.	"I don't know.	true	44.27	45.31	25.491728
112_123216_000008_000001	Perhaps it was a good paper and perhaps it was bad enough to make Homer turn over in his grave.	Perhaps it was a good paper and perhaps it was bad enough to make Homer turn over in his grave.	true	45.44	50.01	20
112_123216_000008_000002	I've studied and mulled over notebooks until I'm incapable of forming an opinion of anything.	I've studied and mulled over notebooks until I'm incapable of forming an opinion of anything.	true	50.01	54.91	20
112_123216_000008_000003	How thankful little Phil will be when all this examinating is over."	How thankful little Phil will be when all this examinating is over."	true	55.22	58.78	20
112_123216_000009_000000	"Examinating?	"Examinating?	true	59.06	60.37	19
112_123216_000009_000001	I never heard such a word."	I never heard such a word."	true	60.56	62.44	18.60449
112_123216_000010_000000	"Well, haven't I as good a right to make a word as any one else?" demanded Phil.	"Well, haven't I as good a right to make a word as any one else?" demanded Phil.	false	62.78	67.51	23
112_123216_000011_000000	"Words aren't made--they grow," said Anne.	"Words aren't made-they grow," said Anne.	true	68.03	71.35	25.236528
112_123216_000012_000000	"Never mind--I begin faintly to discern clear water ahead where no examination breakers loom.	"Never mind-I begin faintly to discern clear water ahead where no examination breakers loom.	true	71.84	78.22	19
112_123216_000012_000001	Girls, do you--can you realize that our Redmond Life is almost over?"	Girls, do you-can you realize that our Redmond Life is almost over?"	true	78.5	84.25	18.640785
112_123216_000013_000000	"I can't," said Anne, sorrowfully.	"I can't," said Anne, sorrowfully.	true	84.86	86.86	19
112_123216_000013_000001	"It seems just yesterday that Pris and I were alone in that crowd of Freshmen at Redmond.	"It seems just yesterday that Pris and I were alone in that crowd of Freshmen at Redmond.	true	87.08	91.66	18
112_123216_000013_000002	And now we are Seniors in our final examinations."	And now we are Seniors in our final examinations."	true	91.7	94.48	12
112_123216_000014_000000	"'Potent, wise, and reverend Seniors,'" quoted Phil.	"'Potent, wise, and reverend Seniors,'" quoted Phil.	true	95.03	98.71	19.74056
112_123216_000014_000001	"Do you suppose we really are any wiser than when we came to Redmond?"	"Do you suppose we really are any wiser than when we came to Redmond?"	true	98.72	102.55	14
112_123216_000015_000000	"You don't act as if you were by times," said Aunt Jamesina severely.	"You don't act as if you were by times," said Aunt Jamesina severely.	true	103.25	107.32	22
112_123216_000016_000000	"Oh, Aunt Jimsie, haven't we been pretty good girls, take us by and large, these three winters you've mothered us?" pleaded Phil.	"Oh, Aunt Jimsie, haven't we been pretty good girls, take us by and large, these three winters you've mothered us?" pleaded Phil.	true	107.48	114.67	22
112_123216_000017_000000	"You've been four of the dearest, sweetest, goodest girls that ever went together through college," averred Aunt Jamesina, who never spoiled a compliment by misplaced economy.	"You've been four of the dearest, sweetest, goodest girls that ever went together through college," averred Aunt Jamesina, who never spoiled a compliment by misplaced economy.	false	115.37	124.21	20
112_123216_000018_000000	"But I mistrust you haven't any too much sense yet.	"But I mistrust you haven't any too much sense yet.	true	125	128.29	20
112_123216_000018_000001	It's not to be expected, of course.	It's not to be expected, of course.	true	128.57	130.425	26
112_123216_000018_000002	Experience teaches sense.	Experience teaches sense.	true	130.425	132.25	19.351171
112_123216_000018_000003	You can't learn it in a college course.	You can't learn it in a college course.	false	132.68	134.83	21
112_123216_000018_000004	You've been to college four years and I never was, but I know heaps more than you do, young ladies."	You've been to college four years and I never was, but I know heaps more than you do, young ladies."	true	135.08	139.9	16
112_123216_000019_000000	"'There are lots of things that never go by rule, There's a powerful pile o' knowledge That you never get at college, There are heaps of things you never learn at school,'"	"'There are lots of things that never go by rule, There's a powerful pile o' knowledge That you never get at college, There are heaps of things you never learn at school,'"	false	140.84	150.01	19
112_123216_000020_000000	quoted Stella.	quoted Stella.	true	150.08	151.18	18.86782
112_123216_000021_000000	"Have you learned anything at Redmond except dead languages and geometry and such trash?" queried Aunt Jamesina.	"Have you learned anything at Redmond except dead languages and geometry and such trash?" queried Aunt Jamesina.	true	151.82	158.86	22
112_123216_000022_000000	"Oh, yes.	"Oh, yes.	true	159.29	159.87	25
112_123216_000022_000001	I think we have, Aunty," protested Anne.	I think we have, Aunty," protested Anne.	false	159.87	162.39	21.541437
112_123216_000023_000000	"We've learned the truth of what Professor Woodleigh told us last Philomathic," said Phil.	"We've learned the truth of what Professor Woodleigh told us last Philomathic," said Phil.	true	162.39	166.99	20
112_123216_000023_000001	"He said, 'Humor is the spiciest condiment in the feast of existence.	"He said, 'Humor is the spiciest condiment in the feast of existence.	true	167.39	171.55	19
112_123216_000023_000002	Laugh at your mistakes but learn from them, joke over your troubles but gather strength from them, make a jest of your difficulties but overcome them.' Isn't that worth learning, Aunt Jimsie?"	Laugh at your mistakes but learn from them, joke over your troubles but gather strength from them, make a jest of your difficulties but overcome them.' Isn't that worth learning, Aunt Jimsie?"	false	171.62	182.17	23.989704
112_123216_000024_000000	"Yes, it is, dearie.	"Yes, it is, dearie.	true	182.78	184.06	17
112_123216_000024_000001	When you've learned to laugh at the things that should be laughed at, and not to laugh at those that shouldn't, you've got wisdom and understanding."	When you've learned to laugh at the things that should be laughed at, and not to laugh at those that shouldn't, you've got wisdom and understanding."	true	184.55	191.65	21
112_123216_000025_000000	"What have you got out of your Redmond course, Anne?" murmured Priscilla aside.	"What have you got out of your Redmond course, Anne?" murmured Priscilla aside.	true	192.77	197.02	18
112_123216_000026_000000	"I think," said Anne slowly, "that I really have learned to look upon each little hindrance as a jest and each great one as the foreshadowing of victory.	"I think," said Anne slowly, "that I really have learned to look upon each little hindrance as a jest and each great one as the foreshadowing of victory.	true	197.81	207.28	20.738293
112_123216_000026_000001	Summing up, I think that is what Redmond has given me."	Summing up, I think that is what Redmond has given me."	true	207.59	210.46	20
112_123216_000027_000000	"I shall have to fall back on another Professor Woodleigh quotation to express what it has done for me," said Priscilla.	"I shall have to fall back on another Professor Woodleigh quotation to express what it has done for me," said Priscilla.	true	211.43	216.88	19
112_123216_000027_000001	"You remember that he said in his address, 'There is so much in the world for us all if we only have the eyes to see it, and the heart to love it, and the hand to gather it to ourselves--so much in men and women, so much in art and literature, so much everywhere in which to delight, and for which to be thankful.' I think Redmond has taught me that in some measure, Anne."	"You remember that he said in his address, 'There is so much in the world for us all if we only have the eyes to see it, and the heart to love it, and the hand to gather it to ourselves-so much in men and women, so much in art and literature, so much everywhere in which to delight, and for which to be thankful.' I think Redmond has taught me that in some measure, Anne."	true	217.04	240.13	22
112_123216_000028_000000	"Judging from what you all, say" remarked Aunt Jamesina, "the sum and substance is that you can learn--if you've got natural gumption enough--in four years at college what it would take about twenty years of living to teach you.	"Judging from what you all, say" remarked Aunt Jamesina, "the sum and substance is that you can learn-if you've got natural gumption enough-in four years at college what it would take about twenty years of living to teach you.	true	241.22	253.39	21
112_123216_000028_000001	Well, that justifies higher education in my opinion.	Well, that justifies higher education in my opinion.	true	253.85	256.57	21
112_123216_000028_000002	It's a matter I was always dubious about before."	It's a matter I was always dubious about before."	true	257.03	259.87	21
112_123216_000029_000000	"But what about people who haven't natural gumption, Aunt Jimsie?"	"But what about people who haven't natural gumption, Aunt Jimsie?"	true	260.45	263.59	21
112_123216_000030_000000	"People who haven't natural gumption never learn," retorted Aunt Jamesina, "neither in college nor life.	"People who haven't natural gumption never learn," retorted Aunt Jamesina, "neither in college nor life.	true	264.53	270.94	19
112_123216_000030_000001	If they live to be a hundred they really don't know anything more than when they were born.	If they live to be a hundred they really don't know anything more than when they were born.	true	271.58	276.28	20.435518
112_123216_000030_000002	It's their misfortune not their fault, poor souls.	It's their misfortune not their fault, poor souls.	true	276.56	279.79	23.937986
112_123216_000030_000003	But those of us who have some gumption should duly thank the Lord for it."	But those of us who have some gumption should duly thank the Lord for it."	true	280.4	284.56	20.69264
112_123216_000031_000000	"Will you please define what gumption is, Aunt Jimsie?" asked Phil.	"Will you please define what gumption is, Aunt Jimsie?" asked Phil.	true	285.2	288.85	24.708633
112_123216_000032_000000	"No, I won't, young woman.	"No, I won't, young woman.	true	289.1	290.5	23
112_123216_000032_000001	Any one who has gumption knows what it is, and any one who hasn't can never know what it is.	Any one who has gumption knows what it is, and any one who hasn't can never know what it is.	true	290.6	296.29	19
112_123216_000032_000002	So there is no need of defining it."	So there is no need of defining it."	true	296.45	298.54	21
112_123216_000033_000000	The busy days flew by and examinations were over.	The busy days flew by and examinations were over.	true	299.27	302.4	18
112_123216_000033_000001	Anne took High Honors in English.	Anne took High Honors in English.	false	302.4	304.65	25
112_123216_000033_000002	Priscilla took Honors in Classics, and Phil in Mathematics. Stella obtained a good all-round showing.	Priscilla took Honors in Classics, and Phil in Mathematics. Stella obtained a good all round showing.	true	304.65	311.08	20
112_123216_000033_000003	Then came Convocation.	Then came Convocation.	true	311.45	313.15	25.125784
112_123216_000034_000000	"This is what I would once have called an epoch in my life," said Anne, as she took Roy's violets out of their box and gazed at them thoughtfully.	"This is what I would once have called an epoch in my life," said Anne, as she took Roy's violets out of their box and gazed at them thoughtfully.	true	313.82	321.4	21
112_123216_000034_000001	She meant to carry them, of course, but her eyes wandered to another box on her table.	She meant to carry them, of course, but her eyes wandered to another box on her table.	true	321.77	326.14	20
112_123216_000034_000002	It was filled with lilies-of-the-valley, as fresh and fragrant as those which bloomed in the Green Gables yard when June came to Avonlea.	It was filled with lilies of the valley, as fresh and fragrant as those which bloomed in the Green Gables yard when June came to Avonlea.	true	326.6	334.93	18
112_123216_000034_000003	Gilbert Blythe's card lay beside it.	Gilbert Blythe's card lay beside it.	true	335.15	337.47	17
112_123216_000035_000000	Anne wondered why Gilbert should have sent her flowers for Convocation. She had seen very little of him during the past winter.	Anne wondered why Gilbert should have sent her flowers for Convocation. She had seen very little of him during the past winter.	false	337.47	345.46	20.317892
112_123216_000035_000001	He had come to Patty's Place only one Friday evening since the Christmas holidays, and they rarely met elsewhere.	He had come to Patty's Place only one Friday evening since the Christmas holidays, and they rarely met elsewhere.	true	345.71	351.85	18
