4331_57180_000000_000000	"Certainly not," said the Duke, "having some regard for my friends' dinners."	"Certainly not," said the Duke, "having some regard for my friends' dinners."	false	0	10.32	23.117628
4331_57180_000001_000000	"And I find myself next to you," said Lord Rufford as he took his seat.	"And I find myself next to you," said Lord Rufford as he took his seat.	false	10.32	14.37	23.514666
4331_57180_000001_000001	"Well; that is more than I deserve."	"Well; that is more than I deserve."	false	14.37	16.95	27.280071
4331_57180_000002_000000	CHAPTER X.	CHAPTER ten	false	16.95	18.435	-20
4331_57180_000003_000000	HOW THINGS WERE ARRANGED.	HOW THINGS WERE ARRANGED.	true	18.435	20.41	19.979143
4331_57180_000004_000000	"Jack is here," said Lord Rufford, as soon as the fuss of his late arrival had worn itself away.	"Jack is here," said Lord Rufford, as soon as the fuss of his late arrival had worn itself away.	true	22.34	27.85	22.834072
4331_57180_000005_000000	"I shall be proud to renew my acquaintance."	"I shall be proud to renew my acquaintance."	true	28.64	31.06	20.992847
4331_57180_000006_000000	"Can you come to-morrow?"	"Can you come to morrow?"	true	31.85	33.34	25.812439
4331_57180_000007_000000	"Oh yes," said Arabella, rapturously.	"Oh yes," said Arabella, rapturously.	true	33.65	36.4	22.444773
4331_57180_000008_000000	"There are difficulties, and I ought to have written to you about them.	"There are difficulties, and I ought to have written to you about them.	true	36.65	39.85	23.79025
4331_57180_000008_000001	I am going with the Fitzwilliam." Now Mistletoe was in Lincolnshire, not very far from Peterborough, not very far from Stamford, not very far from Oakham.	I am going with the Fitzwilliam." Now Mistletoe was in Lincolnshire, not very far from Peterborough, not very far from Stamford, not very far from Oakham.	true	40.01	50.265	23.515514
4331_57180_000008_000002	A regular hunting man like Lord Rufford knew how to compass the difficulties of distance in all hunting countries.	A regular hunting man like Lord Rufford knew how to compass the difficulties of distance in all hunting countries.	false	50.265	56.44	22.024652
4331_57180_000008_000003	Horses could go by one train or overnight, and he could follow by another.	Horses could go by one train or overnight, and he could follow by another.	false	56.48	60.855	23.180353
4331_57180_000008_000004	And a postchaise could meet him here or there.	And a postchaise could meet him here or there.	true	60.855	63.37	21.935562
4331_57180_000008_000005	But when a lady is added, the difficulty is often increased fivefold.	But when a lady is added, the difficulty is often increased fivefold.	true	63.65	68.17	20.07535
