1463_134465_000000_000000	For the dancer crossed the room in two strides and gripped both of my hands.	For the dancer crossed the room in two strides and gripped both of my hands.	false	8.16	16.11	23.649685
1463_134465_000001_000000	'Dick, old man,' he cried, 'I'm most awfully glad to see you again!'	'Dick, old man,' he cried, 'I'm most awfully glad to see you again!'	false	16.11	25.44	21.106613
1463_134465_000002_000000	CHAPTER TWELVE	CHAPTER TWELVE	true	25.44	26.73	23.374657
1463_134465_000003_000000	Four Missionaries See Light in their Mission	Four Missionaries See Light in their Mission	true	26.73	29.17	18.13304
1463_134465_000004_000000	A spasm of incredulity, a vast relief, and that sharp joy which comes of reaction chased each other across my mind.	A spasm of incredulity, a vast relief, and that sharp joy which comes of reaction chased each other across my mind.	true	29.96	37.71	23.633873
1463_134465_000004_000001	I had come suddenly out of very black waters into an unbelievable calm.	I had come suddenly out of very black waters into an unbelievable calm.	false	37.71	42.61	22.407574
1463_134465_000004_000002	I dropped into the nearest chair and tried to grapple with something far beyond words.	I dropped into the nearest chair and tried to grapple with something far beyond words.	true	42.92	47.44	21
1463_134465_000005_000000	'Sandy,' I said, as soon as I got my breath, 'you're an incarnate devil.	'Sandy,' I said, as soon as I got my breath, 'you're an incarnate devil.	true	47.9	51.99	23.70973
1463_134465_000005_000001	You've given Peter and me the fright of our lives.'	You've given peter and me the fright of our lives.'	false	51.99	54.7	19.880539
1463_134465_000006_000000	'It was the only way, Dick.	'It was the only way, Dick.	true	55.19	56.79	26.352766
1463_134465_000006_000001	If I hadn't come mewing like a tom-cat at your heels yesterday, Rasta would have had you long before you got to your hotel.	If I hadn't come mewing like a tom cat at your heels yesterday, Rasta would have had you long before you got to your hotel.	true	56.79	63.22	20
1463_134465_000006_000002	You two have given me a pretty anxious time, and it took some doing to get you safe here.	You two have given me a pretty anxious time, and it took some doing to get you safe here.	true	63.41	68.26	22.093536
1463_134465_000006_000003	However, that is all over now.	However, that is all over now.	true	68.45	70.45	20.88979
1463_134465_000006_000004	Make yourselves at home, my children.'	Make yourselves at home, my children.'	true	70.55	72.4	21.40184
1463_134465_000007_000000	'Over!' I cried incredulously, for my wits were still wool-gathering. 'What place is this?'	'Over!' I cried incredulously, for my wits were still wool gathering. 'What place is this?'	false	73.31	78.76	25.869164
1463_134465_000008_000000	'You may call it my humble home'--it was Blenkiron's sleek voice that spoke.	'You may call it my humble home'--it was Blenkiron's sleek voice that spoke.	true	79.22	83.77	22.902456
1463_134465_000008_000001	'We've been preparing for you, Major, but it was only yesterday I heard of your friend.'	'We've been preparing for you, Major, but it was only yesterday I heard of your friend.'	true	83.87	88.3	20.905563
1463_134465_000009_000000	I introduced Peter.	I introduced peter.	true	88.64	90.07	21.024662
1463_134465_000010_000000	'Mr Pienaar,' said Blenkiron, 'pleased to meet you.	'Mr Pienaar,' said Blenkiron, 'pleased to meet you.	true	90.41	93.64	21.614595
1463_134465_000010_000001	Well, as I was observing, you're safe enough here, but you've cut it mighty fine. Officially, a Dutchman called Brandt was to be arrested this afternoon and handed over to the German authorities.	Well, as I was observing, you're safe enough here, but you've cut it mighty fine. Officially, a Dutchman called Brandt was to be arrested this afternoon and handed over to the German authorities.	true	93.86	104.74	22.581282
1463_134465_000010_000002	When Germany begins to trouble about that Dutchman she will find difficulty in getting the body; but such are the languid ways of an Oriental despotism.	When Germany begins to trouble about that Dutchman she will find difficulty in getting the body; but such are the languid ways of an Oriental despotism.	true	104.87	112.77	21.612314
1463_134465_000010_000003	Meantime the Dutchman will be no more.	Meantime the Dutchman will be no more.	false	112.77	115.6	22.582613
1463_134465_000010_000004	He will have ceased upon the midnight without pain, as your poet sings.'	He will have ceased upon the midnight without pain, as your poet sings.'	true	115.79	119.71	21.488405
1463_134465_000011_000000	'But I don't understand,' I stammered.	'But I don't understand,' I stammered.	true	120.29	122.22	18.840597
1463_134465_000011_000001	'Who arrested us?'	'Who arrested us?'	true	122.22	123.31	19.25566
1463_134465_000012_000000	'My men,' said Sandy. 'We have a bit of a graft here, and it wasn't difficult to manage it.	'My men,' said Sandy. 'We have a bit of a graft here, and it wasn't difficult to manage it.	true	124.01	129.585	23.479506
1463_134465_000012_000001	Old Moellendorff will be nosing after the business tomorrow, but he will find the mystery too deep for him.	Old Moellendorff will be nosing after the business tomorrow, but he will find the mystery too deep for him.	true	129.585	135.31	20.987455
1463_134465_000012_000002	That is the advantage of a Government run by a pack of adventurers.	That is the advantage of a Government run by a pack of adventurers.	true	135.62	139	19
1463_134465_000012_000003	But, by Jove, Dick, we hadn't any time to spare.	But, by Jove, Dick, we hadn't any time to spare.	true	139.34	142.18	27
1463_134465_000012_000004	If Rasta had got you, or the Germans had had the job of lifting you, your goose would have been jolly well cooked.	If Rasta had got you, or the Germans had had the job of lifting you, your goose would have been jolly well cooked.	true	142.37	148.36	24.243923
1463_134465_000012_000005	I had some unquiet hours this morning.'	I had some unquiet hours this morning.'	true	148.58	150.94	22.2017
1463_134465_000013_000000	The thing was too deep for me.	The thing was too deep for me.	true	151.7	153.46	23.27389
1463_134465_000013_000001	I looked at Blenkiron, shuffling his Patience cards with his old sleepy smile, and Sandy, dressed like some bandit in melodrama, his lean face as brown as a nut, his bare arms all tattooed with crimson rings, and the fox pelt drawn tight over brow and ears.	I looked at Blenkiron, shuffling his Patience cards with his old sleepy smile, and Sandy, dressed like some bandit in melodrama, his lean face as brown as a nut, his bare arms all tattooed with crimson rings, and the fox pelt drawn tight over brow and ears.	true	153.83	169.69	22.538122
1463_134465_000013_000002	It was still a nightmare world, but the dream was getting pleasanter.	It was still a nightmare world, but the dream was getting pleasanter.	true	170.03	173.83	23.479733
1463_134465_000013_000003	Peter said not a word, but I could see his eyes heavy with his own thoughts.	peter said not a word, but I could see his eyes heavy with his own thoughts.	true	174.26	178.3	24.28537
1463_134465_000014_000000	Blenkiron hove himself from the sofa and waddled to a cupboard.	Blenkiron hove himself from the sofa and waddled to a cupboard.	true	178.91	182.26	20.754507
1463_134465_000015_000000	'You boys must be hungry,' he said.	'You boys must be hungry,' he said.	true	182.75	184.63	23.922274
1463_134465_000015_000001	'My duo-denum has been giving me hell as usual, and I don't eat no more than a squirrel.	'My duo denum has been giving me hell as usual, and I don't eat no more than a squirrel.	true	184.67	189.43	21
1463_134465_000015_000002	But I laid in some stores, for I guessed you would want to stoke up some after your travels.'	But I laid in some stores, for I guessed you would want to stoke up some after your travels.'	true	189.68	194.26	22.277624
1463_134465_000016_000000	He brought out a couple of Strassburg pies, a cheese, a cold chicken, a loaf, and three bottles of champagne.	He brought out a couple of Strassburg pies, a cheese, a cold chicken, a loaf, and three bottles of champagne.	true	195.2	201.85	25.422289
1463_134465_000017_000000	'Fizz,' said Sandy rapturously.	'Fizz,' said Sandy rapturously.	true	202.46	204.52	23
1463_134465_000017_000001	'And a dry Heidsieck too!	'And a dry Heidsieck too!	true	204.65	206.41	21.292236
1463_134465_000017_000002	We're in luck, Dick, old man.'	We're in luck, Dick, old man.'	true	206.51	208.24	30.22555
1463_134465_000018_000000	I never ate a more welcome meal, for we had starved in that dirty hotel.	I never ate a more welcome meal, for we had starved in that dirty hotel.	true	209.09	213.1	20
1463_134465_000018_000001	But I had still the old feeling of the hunted, and before I began I asked about the door.	But I had still the old feeling of the hunted, and before I began I asked about the door.	true	213.68	218.65	24.676435
1463_134465_000019_000000	'That's all right,' said Sandy.	'That's all right,' said Sandy.	true	219.23	220.84	24.409897
1463_134465_000019_000001	'My fellows are on the stair and at the gate.	'My fellows are on the stair and at the gate.	true	220.85	223.09	21.823833
1463_134465_000019_000002	If the _Metreb_ are in possession, you may bet that other people will keep off.	If the underscore Metreb underscore are in possession, you may bet that other people will keep off.	false	223.22	227.05	23.227064
