5809_51163_000000_000000	XI	XI	false	7.2	7.65	11
5809_51163_000001_000000	THE ATTACK	THE ATTACK	false	7.65	23.61	21.172853
5809_51163_000002_000000	Joseph and his father were both on the tow-path when at last Netteke decided to move.	Joseph and his father were both on the tow path when at last Netteke decided to move.	false	23.61	30.01	20.864243
5809_51163_000002_000001	As she set her ears forward and took the first step, Father De Smet heaved a sigh of relief.	As she set her ears forward and took the first step, Father De Smet heaved a sigh of relief.	false	30.41	36.88	21.198687
5809_51163_000003_000000	"Now, why couldn't you have done that long ago, you addlepated old fool," he said mildly to Netteke.	"Now, why couldn't you have done that long ago, you addlepated old fool," he said mildly to Netteke.	true	37.22	43.84	21.666458
5809_51163_000003_000001	"You have made no end of trouble for us, and gained nothing for yourself!	"You have made no end of trouble for us, and gained nothing for yourself!	true	44.36	48.85	20.94544
5809_51163_000003_000002	Now I am afraid we shan't get beyond the German lines before dark.	Now I am afraid we shan't get beyond the German lines before dark.	true	49.1	53.05	19.16908
5809_51163_000003_000003	We may even have to spend the night in dangerous territory, and all because you're just as mulish as, as a mule," he finished helplessly.	We may even have to spend the night in dangerous territory, and all because you're just as mulish as, as a mule," he finished helplessly.	true	53.18	62.22	21.02719
5809_51163_000004_000000	Joseph laughed.	Joseph laughed.	false	62.22	64.77	20.169737
5809_51163_000004_000001	"Can't you think of anything mulisher than a mule?" he said.	"Can't you think of anything mulisher than a mule?" he said.	false	64.77	68.53	19.842798
5809_51163_000005_000000	"There isn't a thing," answered his father.	"There isn't a thing," answered his father.	true	69.05	71.86	20.505281
5809_51163_000006_000000	"Well," answered Joseph, "there are a whole lot of other things beside balky mules in this world that I wish had never been made.	"Well," answered Joseph, "there are a whole lot of other things beside balky mules in this world that I wish had never been made.	true	72.41	81.22	20.134443
5809_51163_000006_000001	There are spiders, and rats, and Germans.	There are spiders, and rats, and Germans.	true	81.68	84.49	22.50105
5809_51163_000006_000002	They are all pests.	They are all pests.	true	84.74	86.08	24.08213
5809_51163_000006_000003	I don't see why they were ever born."	I don't see why they were ever born."	true	86.21	88.54	17.17705
5809_51163_000007_000000	Father De Smet became serious at once.	Father De Smet became serious at once.	true	89	91.51	21.811293
5809_51163_000008_000000	"Son," he said sternly, "don't ever let me hear you say such a thing again.	"Son," he said sternly, "don't ever let me hear you say such a thing again.	true	92	97.15	21.102215
5809_51163_000008_000001	There are spiders, and rats, and balky mules, and Germans, and it doesn't do a bit of good to waste words fussing because they are here.	There are spiders, and rats, and balky mules, and Germans, and it doesn't do a bit of good to waste words fussing because they are here.	true	97.34	106.18	21.054655
5809_51163_000008_000002	The thing to do is to deal with them!"	The thing to do is to deal with them!"	true	106.61	108.82	22.019335
5809_51163_000009_000000	Father De Smet was so much in earnest that he boomed these words out in quite a loud voice.	Father De Smet was so much in earnest that he boomed these words out in quite a loud voice.	true	109.28	114.73	20.60773
5809_51163_000009_000001	Joseph seized his hand.	Joseph seized his hand.	true	115.31	116.73	20.801989
5809_51163_000010_000000	"Hush!" he whispered.	"Hush!" he whispered.	false	116.73	118.72	22.92125
5809_51163_000011_000000	Father De Smet looked up.	Father De Smet looked up.	true	119.21	120.94	22.005953
5809_51163_000011_000001	There, standing right in front of them in the tow-path, was a German soldier!	There, standing right in front of them in the tow path, was a German soldier!	true	121.4	126.01	21.020231
5809_51163_000012_000000	"Halt!" shouted the soldier.	"Halt!" shouted the soldier.	true	126.62	129.07	19.910511
5809_51163_000013_000000	But Netteke was now just as much bent upon going as she had been before upon standing still.	But Netteke was now just as much bent upon going as she had been before upon standing still.	true	129.47	135.25	20.54291
5809_51163_000013_000001	She paid no attention whatever to the command, but walked stolidly along the tow-path directly toward the soldier.	She paid no attention whatever to the command, but walked stolidly along the tow path directly toward the soldier.	false	135.5	142.26	21.318235
5809_51163_000014_000000	"Halt!" cried the soldier again.	"Halt!" cried the soldier again.	false	142.26	144.97	23.540249
5809_51163_000015_000000	But Netteke had had no military training, and she simply kept on.	But Netteke had had no military training, and she simply kept on.	true	145.55	150.07	22.004875
5809_51163_000015_000001	In one more step she would have come down upon the soldier's toes, if he had not moved aside just in time.	In one more step she would have come down upon the soldier's toes, if he had not moved aside just in time.	true	150.62	156.91	21.179688
5809_51163_000015_000002	He was very angry.	He was very angry.	true	157.01	158.47	20.422163
5809_51163_000016_000000	"Why didn't you stop your miserable old mule when I told you to?" he said to Father De Smet.	"Why didn't you stop your miserable old mule when I told you to?" he said to Father De Smet.	true	159.11	164.71	21.851389
5809_51163_000017_000000	"It's a balky mule," replied Father De Smet mildly, "and very obstinate."	"It's a balky mule," replied Father De Smet mildly, "and very obstinate."	true	165.29	171.01	20.76311
5809_51163_000018_000000	"Indeed!" sneered the soldier; "then, I suppose you have named him Albert after your pig-headed King!"	"Indeed!" sneered the soldier; "then, I suppose you have named him Albert after your pig headed King!"	true	171.56	178.69	22.423216
5809_51163_000019_000000	"No," answered Father De Smet, "I think too much of my King to name my mule after him."	"No," answered Father De Smet, "I think too much of my King to name my mule after him."	true	179.15	185.02	21.399471
5809_51163_000020_000000	"Oh, ho!" said the German; "then perhaps you have named him for the Kaiser!"	"Oh, ho!" said the German; "then perhaps you have named him for the Kaiser!"	false	185.42	189.94	20.416006
5809_51163_000021_000000	Netteke had marched steadily along during this conversation, and they were now past the soldier.	Netteke had marched steadily along during this conversation, and they were now past the soldier.	true	190.49	196.15	19
5809_51163_000022_000000	"No," Father De Smet called back, "I didn't name her after the Kaiser. I think too much of my mule!"	"No," Father De Smet called back, "I didn't name her after the Kaiser. I think too much of my mule!"	true	196.64	202.93	22.35028
5809_51163_000023_000000	The soldier shook his fist after them.	The soldier shook his fist after them.	true	203.48	205.9	18.889547
5809_51163_000023_000001	"I'll make you pay well for your impudence!" he shouted.	"I'll make you pay well for your impudence!" he shouted.	true	206.3	209.77	21.302988
5809_51163_000023_000002	"You and I will meet again!"	"You and I will meet again!"	true	209.81	211.57	18.744356
5809_51163_000024_000000	"Very likely," muttered Father De Smet under his breath.	"Very likely," muttered Father De Smet under his breath.	true	212.09	215.62	20.765749
5809_51163_000024_000001	He was now more than ever anxious to get beyond the German lines before dark, but as the afternoon passed it became certain that they would not be able to do it.	He was now more than ever anxious to get beyond the German lines before dark, but as the afternoon passed it became certain that they would not be able to do it.	true	215.87	224.77	20.995539
5809_51163_000024_000002	The shadows grew longer and longer as Netteke plodded slowly along, and at last Mother De Smet called to her husband over the boatside.	The shadows grew longer and longer as Netteke plodded slowly along, and at last Mother De Smet called to her husband over the boatside.	false	225.29	233.5	20.001213
5809_51163_000025_000000	"I think we shall have to stop soon and feed the mule or she will be too tired to get us across the line at all.	"I think we shall have to stop soon and feed the mule or she will be too tired to get us across the line at all.	true	234.02	240.31	20.81688
5809_51163_000025_000001	I believe we should save time by stopping for supper.	I believe we should save time by stopping for supper.	true	240.62	243.79	20.02324
5809_51163_000025_000002	Besides, I want to send over there," she pointed to a farmhouse not a great distance from the river, "and get some milk and eggs."	Besides, I want to send over there," she pointed to a farmhouse not a great distance from the river, "and get some milk and eggs."	true	243.92	252.04	21.007442
5809_51163_000026_000000	"Very well," said her husband; "we'll stop under that bunch of willows."	"Very well," said her husband; "we'll stop under that bunch of willows."	true	252.56	257.29	20.66254
5809_51163_000027_000000	The bunch of willows beside the river which he pointed out proved to be a pleasant, sheltered spot, with grassy banks sloping down to the water.	The bunch of willows beside the river which he pointed out proved to be a pleasant, sheltered spot, with grassy banks sloping down to the water.	false	257.84	265.65	21.007349
5809_51163_000027_000001	A turn in the river enabled them to draw the "Old Woman" up into their shadows, and because the trees were green and the boat was green, the reflections in the water were also green, and for this reason the boat seemed very well hidden from view.	A turn in the river enabled them to draw the "Old Woman" up into their shadows, and because the trees were green and the boat was green, the reflections in the water were also green, and for this reason the boat seemed very well hidden from view.	false	265.65	280.15	20.881496
5809_51163_000028_000000	"I don't believe we shall be noticed here," said Father De Smet.	"I don't believe we shall be noticed here," said Father De Smet.	true	280.67	284.23	19.71343
5809_51163_000029_000000	"It's hot on the boat.	"It's hot on the boat.	false	284.75	286.15	20.947527
5809_51163_000029_000001	It would be nice to take the babies ashore while we eat," said Mother De Smet, running out the gangplank.	It would be nice to take the babies ashore while we eat," said Mother De Smet, running out the gangplank.	true	286.16	292.24	19.673151
5809_51163_000029_000002	"I believe we'll have supper on the grass.	"I believe we'll have supper on the grass.	true	292.52	294.64	19.344976
5809_51163_000029_000003	You hurry along and get the milk and eggs, and I'll cook some onions while you are gone."	You hurry along and get the milk and eggs, and I'll cook some onions while you are gone."	true	294.83	299.37	17
5809_51163_000030_000000	Jan and Marie ran over the plank at once, and Mother De Smet soon followed with the babies.	Jan and Marie ran over the plank at once, and Mother De Smet soon followed with the babies.	false	299.37	305.35	19.782312
5809_51163_000030_000001	Then, while Marie watched them, she and Jan brought out the onions and a pan, and soon the air was heavy with the smell of frying onions.	Then, while Marie watched them, she and Jan brought out the onions and a pan, and soon the air was heavy with the smell of frying onions.	false	305.54	313.8	19.296427
5809_51163_000030_000002	Joseph and Jan slipped the bridle over Netteke's collar and allowed her to eat the rich green grass at the river's edge.	Joseph and Jan slipped the bridle over Netteke's collar and allowed her to eat the rich green grass at the river's edge.	false	313.8	321.52	20.503891
5809_51163_000030_000003	When Father De Smet returned, supper was nearly ready.	When Father De Smet returned, supper was nearly ready.	true	321.92	325.42	20.688313
5809_51163_000030_000004	He sniffed appreciatively as he appeared under the trees.	He sniffed appreciatively as he appeared under the trees.	false	325.88	329.44	22.101425
5809_51163_000031_000000	"Smells good," he said as he held out the milk and eggs toward his wife.	"Smells good," he said as he held out the milk and eggs toward his wife.	false	329.75	334.38	20.601645
5809_51163_000032_000000	"Sie haben recht!" (You are right!), said a loud voice right behind him!	"Sie haben recht!" (You are right!), said a loud voice right behind him!	false	334.38	340.06	19.945732
5809_51163_000033_000000	Father De Smet was so startled that he dropped the eggs.	Father De Smet was so startled that he dropped the eggs.	true	340.49	344.2	20.407537
5809_51163_000033_000001	He whirled about, and there stood the German soldier who had told Netteke to halt. With him were six other men.	He whirled about, and there stood the German soldier who had told Netteke to halt. With him were six other men.	true	344.45	351.61	19.834183
5809_51163_000034_000000	"Ha!	"Ha!	true	352.22	352.81	23.474737
5809_51163_000034_000001	I told you we should meet again!" shouted the soldier to Father De Smet.	I told you we should meet again!" shouted the soldier to Father De Smet.	true	352.85	357.43	20.39692
5809_51163_000034_000002	"And it was certainly thoughtful of you to provide for our entertainment.	"And it was certainly thoughtful of you to provide for our entertainment.	true	357.59	361.81	20.620058
5809_51163_000034_000003	Comrades, fall to!"	Comrades, fall to!"	true	361.97	363.49	22.516642
5809_51163_000035_000000	The onions were still cooking over a little blaze of twigs aid dry leaves, but Mother De Smet was no longer tending them.	The onions were still cooking over a little blaze of twigs aid dry leaves, but Mother De Smet was no longer tending them.	false	364.07	371.32	19.877949
5809_51163_000035_000001	The instant she heard the gruff voice she had dropped her spoon, and, seizing a baby under each arm, had fled up the gangplank on to the boat.	The instant she heard the gruff voice she had dropped her spoon, and, seizing a baby under each arm, had fled up the gangplank on to the boat.	true	371.51	379.71	20.25347
5809_51163_000035_000002	Marie followed at top speed.	Marie followed at top speed.	false	379.71	381.94	20.922987
5809_51163_000035_000003	Father De Smet faced the intruders.	Father De Smet faced the intruders.	true	382.07	384.22	19.769033
5809_51163_000036_000000	"What do you want here?" he said.	"What do you want here?" he said.	true	384.68	386.86	22.650915
5809_51163_000037_000000	"Some supper first," said the soldier gayly, helping himself to some onions and passing the pan to his friends.	"Some supper first," said the soldier gayly, helping himself to some onions and passing the pan to his friends.	true	387.38	394.815	20.255978
5809_51163_000037_000001	"Then, perhaps, a few supplies for our brave army.	"Then, perhaps, a few supplies for our brave army.	true	394.815	397.81	21.137053
5809_51163_000037_000002	There is no hurry.	There is no hurry.	true	398.12	399.4	22.187222
5809_51163_000037_000003	After supper will do; but first we'll drink a health to the Kaiser, and since you are host here, you shall propose it!"	After supper will do; but first we'll drink a health to the Kaiser, and since you are host here, you shall propose it!"	true	399.56	407.08	20.596254
5809_51163_000038_000000	He pointed to the pail of milk which Father De Smet still held.	He pointed to the pail of milk which Father De Smet still held.	true	407.6	411.18	20.70517
5809_51163_000039_000000	"Now," he shouted, "lift your stein and say, 'Hoch der Kaiser.'"	"Now," he shouted, "lift your stein and say, 'Hoch der Kaiser.'"	false	411.18	416.32	21.357542
5809_51163_000040_000000	Father De Smet looked them in the face and said not a word.	Father De Smet looked them in the face and said not a word.	true	416.87	420.58	20.998764
5809_51163_000040_000001	Meanwhile Jan and Joseph, to Mother De Smet's great alarm, had not followed her, on to the boat.	Meanwhile Jan and Joseph, to Mother De Smet's great alarm, had not followed her, on to the boat.	false	420.77	427.06	21.120348
5809_51163_000040_000002	Instead they had flown to Netteke, who was partly hidden from the group by a bunch of young willows near the water's edge, and with great speed and presence of mind had slipped her bridle over her head and gently started her up the tow-path.	Instead they had flown to Netteke, who was partly hidden from the group by a bunch of young willows near the water's edge, and with great speed and presence of mind had slipped her bridle over her head and gently started her up the tow path.	true	427.58	441.61	19.974869
5809_51163_000041_000000	"Oh," murmured Joseph, "suppose she should balk!" But Netteke had done her balking for the day, and, having been refreshed by her luncheon of green grass, she was ready to move on.	"Oh," murmured Joseph, "suppose she should balk!" But Netteke had done her balking for the day, and, having been refreshed by her luncheon of green grass, she was ready to move on.	true	442.13	453.28	19.954916
5809_51163_000041_000001	The river had now quite a current, which helped them, and while the soldiers were still having their joke with Father De Smet the boat moved quietly out of sight.	The river had now quite a current, which helped them, and while the soldiers were still having their joke with Father De Smet the boat moved quietly out of sight.	true	453.68	462.76	20.420013
5809_51163_000041_000002	As she felt it move, Mother De Smet lifted her head over the boat's rail behind which she and the children were hiding, and raised the end of the gangplank so that it would make no noise by scraping along the ground.	As she felt it move, Mother De Smet lifted her head over the boat's rail behind which she and the children were hiding, and raised the end of the gangplank so that it would make no noise by scraping along the ground.	false	463.28	475.18	19.894257
5809_51163_000041_000003	She was beside herself with anxiety.	She was beside herself with anxiety.	true	475.55	478.24	20.084583
5809_51163_000041_000004	If she screamed or said anything to the boys, the attention of the soldiers would immediately be directed toward them.	If she screamed or said anything to the boys, the attention of the soldiers would immediately be directed toward them.	true	478.31	484.9	17
5809_51163_000041_000005	Yet if they should by any miracle succeed in getting away, there was her husband left alone to face seven enemies. She wrung her hands.	Yet if they should by any miracle succeed in getting away, there was her husband left alone to face seven enemies. She wrung her hands.	true	485.24	493.81	18.738003
5809_51163_000042_000000	"Maybe they will stop to eat the onions," she groaned to herself.	"Maybe they will stop to eat the onions," she groaned to herself.	true	494.3	498.22	19.848194
5809_51163_000042_000001	She held to the gangplank and murmured prayers to all the saints she knew, while Jan and Joseph trotted briskly along the tow-path, and Netteke, assisted by the current, made better speed than she had at any time during the day.	She held to the gangplank and murmured prayers to all the saints she knew, while Jan and Joseph trotted briskly along the tow path, and Netteke, assisted by the current, made better speed than she had at any time during the day.	false	498.62	511.72	20.538853
5809_51163_000043_000000	Meanwhile his captors were busy with Father De Smet.	Meanwhile his captors were busy with Father De Smet.	true	512.27	515.5	21.698807
5809_51163_000043_000001	"Come!	"Come!	true	516.02	516.555	23.039295
5809_51163_000043_000002	Drink to the Kaiser!" shouted the first soldier, "or we'll feed you to the fishes!	Drink to the Kaiser!" shouted the first soldier, "or we'll feed you to the fishes!	true	516.555	521.35	21.341743
5809_51163_000043_000003	We want our supper, and you delay us." Still Father De Smet said nothing.	We want our supper, and you delay us." Still Father De Smet said nothing.	true	521.48	526.51	20.152855
5809_51163_000043_000004	"We'll give you just until I count ten," said the soldier, pointing his gun at him, "and if by that time you have not found your tongue--"	"We'll give you just until I count ten," said the soldier, pointing his gun at him, "and if by that time you have not found your tongue-"	false	526.91	534.46	21.204134
