3989_182402_000000_000000	"It certainly does.	"It certainly does.	false	2.4	4.8	21.149767
3989_182402_000000_000001	Chug-a-rum!	Chug a rum!	false	4.8	7.08	23.723536
3989_182402_000000_000002	It certainly does!" replied Grandfather Frog.	It certainly does!" replied Grandfather Frog.	false	7.08	25.125	22.728779
3989_182402_000001_000000	XV	fifteen	true	25.125	26.29	23.404442
3989_182402_000002_000000	WHY SPOTTY THE TURTLE CARRIES HIS HOUSE WITH HIM	WHY SPOTTY THE TURTLE CARRIES HIS HOUSE WITH HIM	true	26.48	29.83	23.421677
3989_182402_000003_000000	Spotty the Turtle sat on an old log on the bank of the Smiling Pool, taking a sun-bath.	Spotty the Turtle sat on an old log on the bank of the Smiling Pool, taking a sun bath.	false	30.5	36.4	20.354118
3989_182402_000003_000001	He had sat that way for the longest time without once moving.	He had sat that way for the longest time without once moving.	true	36.65	40.24	25.513792
3989_182402_000003_000002	Peter Rabbit had seen him when he went by on his way to the Laughing Brook and the Green Forest to look for some one to pass the time of day with.	peter Rabbit had seen him when he went by on his way to the Laughing Brook and the Green Forest to look for some one to pass the time of day with.	true	40.46	48.64	22.72746
3989_182402_000003_000003	Spotty was still there when Peter returned a long time after, and he didn't look as if he had moved.	Spotty was still there when peter returned a long time after, and he didn't look as if he had moved.	true	48.83	55.18	24.08918
3989_182402_000003_000004	A sudden thought struck Peter.	A sudden thought struck peter.	true	55.4	57.52	25.955288
3989_182402_000003_000005	He couldn't remember that he ever had seen Spotty's house.	He couldn't remember that he ever had seen Spotty's house.	false	57.83	61.18	21.10232
3989_182402_000003_000006	He had seen the houses of most of his other friends, but think as hard as ever he could, he didn't remember having seen Spotty's.	He had seen the houses of most of his other friends, but think as hard as ever he could, he didn't remember having seen Spotty's.	false	61.67	70.06	20.909775
3989_182402_000004_000000	"Hi, Spotty!" he shouted.	"Hi, Spotty!" he shouted.	true	70.61	72.705	27.263613
3989_182402_000004_000001	"Where do you live?"	"Where do you live?"	true	72.705	74.2	19.985245
3989_182402_000005_000000	Spotty slowly turned his head and looked up at Peter.	Spotty slowly turned his head and looked up at peter.	true	74.21	77.38	23.919641
3989_182402_000005_000001	There was a twinkle in his eyes, though Peter didn't see it.	There was a twinkle in his eyes, though peter didn't see it.	true	77.45	81.04	21.826668
3989_182402_000006_000000	"Right here in the Smiling Pool.	"Right here in the Smiling Pool.	true	81.35	83.475	19.743206
3989_182402_000006_000001	Where else should I live?" he replied.	Where else should I live?" he replied.	true	83.475	86.41	22.74005
3989_182402_000007_000000	"I mean, where is your house?" returned Peter.	"I mean, where is your house?" returned peter.	true	86.84	89.92	24.855085
